1,NULL,1,
2,NULL,8,85
3,NULL,8,69
4,NULL,8,399
5,NULL,8,166
6,NULL,85,4
7,NULL,85,294
8,NULL,85,63
9,NULL,85,348
10,NULL,85,301
11,NULL,42,440
12,NULL,81,4
13,NULL,77,424
14,NULL,77,358
15,NULL,77,484
16,NULL,77,502
17,NULL,77,624
18,NULL,144,5
19,NULL,144,5
20,NULL,179,494
21,NULL,48,447
22,NULL,50,27
23,NULL,50,122
24,NULL,61,123
25,NULL,61,47
26,NULL,61,207
27,NULL,61,326
28,NULL,43,207
29,NULL,43,62
30,NULL,43,95
31,NULL,43,26
32,NULL,177,42
33,NULL,116,29
34,NULL,2,112
35,NULL,4,31
36,NULL,120,36
37,NULL,19,37
38,NULL,19,294
39,NULL,19,344
40,NULL,19,301
41,NULL,19,339
42,NULL,75,
43,NULL,133,165
44,NULL,12,294
45,NULL,12,344
46,NULL,12,4
47,NULL,12,348
48,NULL,118,48
49,NULL,14,4
50,NULL,14,418
51,NULL,14,108
52,NULL,14,344
53,NULL,14,294
54,NULL,152,495
55,NULL,40,461
56,NULL,56,58
57,NULL,172,59
58,NULL,64,60
59,NULL,45,65
60,NULL,44,66
61,NULL,44,294
62,NULL,44,375
63,NULL,123,67
64,NULL,97,68
65,NULL,122,70
66,NULL,25,73
67,NULL,25,191
68,NULL,25,288
69,NULL,25,366
70,NULL,25,57
71,NULL,9,77
72,NULL,9,295
73,NULL,9,123
74,NULL,27,78
75,NULL,130,92
76,NULL,134,93
77,NULL,134,360
78,NULL,106,97
79,NULL,95,100
80,NULL,95,496
81,NULL,165,300
82,NULL,165,362
83,NULL,165,243
84,NULL,165,203
85,NULL,165,475
86,NULL,165,300
87,NULL,165,362
88,NULL,165,243
89,NULL,165,203
90,NULL,129,103
91,NULL,62,105
92,NULL,113,497
93,NULL,49,86
94,NULL,49,106
95,NULL,49,200
96,NULL,49,265
97,NULL,49,354
98,NULL,170,130
99,NULL,20,118
100,NULL,63,123
101,NULL,121,127
102,NULL,171,127
103,NULL,46,125
104,NULL,119,129
105,NULL,83,130
106,NULL,6,15
107,NULL,6,377
108,NULL,6,313
109,NULL,6,362
110,NULL,33,15
111,NULL,33,377
112,NULL,33,313
113,NULL,33,362
114,NULL,67,15
115,NULL,67,377
116,NULL,67,313
117,NULL,67,362
118,NULL,3,236
119,NULL,3,104
120,NULL,3,211
121,NULL,3,248
122,NULL,3,234
123,NULL,136,236
124,NULL,136,104
125,NULL,136,211
126,NULL,136,248
127,NULL,136,234
128,NULL,151,392
129,NULL,151,421
130,NULL,151,102
131,NULL,151,264
132,NULL,151,51
133,NULL,151,612
134,NULL,151,488
135,NULL,151,472
136,NULL,151,618
137,NULL,151,595
138,NULL,17,237
139,NULL,17,269
140,NULL,17,13
141,NULL,17,76
142,NULL,17,419
143,NULL,39,157
144,NULL,135,164
145,NULL,135,185
146,NULL,52,167
147,NULL,125,170
148,NULL,103,514
149,NULL,24,265
150,NULL,24,106
151,NULL,24,63
152,NULL,24,86
153,NULL,24,113
154,NULL,24,215
155,NULL,55,
156,NULL,26,482
157,NULL,26,483
158,NULL,26,484
159,NULL,148,518
160,NULL,18,179
161,NULL,54,183
162,NULL,96,188
163,NULL,78,190
164,NULL,93,197
165,NULL,127,202
166,NULL,88,498
167,NULL,178,208
168,NULL,60,209
169,NULL,29,216
170,NULL,35,134
171,NULL,35,428
172,NULL,35,336
173,NULL,35,362
174,NULL,35,325
175,NULL,69,134
176,NULL,69,428
177,NULL,69,336
178,NULL,69,362
179,NULL,69,325
180,NULL,114,134
181,NULL,114,428
182,NULL,114,336
183,NULL,114,362
184,NULL,114,325
185,NULL,38,219
186,NULL,104,220
187,NULL,13,222
188,NULL,107,223
189,NULL,132,226
190,NULL,132,227
191,NULL,132,229
192,NULL,132,228
193,NULL,132,225
194,NULL,175,230
195,NULL,150,538
196,NULL,155,538
197,NULL,147,499
198,NULL,7,456
199,NULL,7,313
200,NULL,7,407
201,NULL,7,15
202,NULL,7,377
203,NULL,7,362
204,NULL,34,456
205,NULL,34,313
206,NULL,34,407
207,NULL,34,15
208,NULL,34,377
209,NULL,34,362
210,NULL,68,456
211,NULL,68,313
212,NULL,68,407
213,NULL,68,15
214,NULL,68,377
215,NULL,68,362
216,NULL,23,245
217,NULL,159,224
218,NULL,91,259
219,NULL,180,263
220,NULL,10,274
221,NULL,41,275
222,NULL,41,143
223,NULL,41,6
224,NULL,41,81
225,NULL,41,314
226,NULL,41,52
227,NULL,41,337
228,NULL,145,491
229,NULL,47,177
230,NULL,47,132
231,NULL,47,345
232,NULL,47,322
233,NULL,47,406
234,NULL,47,9
235,NULL,158,356
236,NULL,158,86
237,NULL,158,89
238,NULL,158,19
239,NULL,158,184
240,NULL,158,75
241,NULL,174,307
242,NULL,174,117
243,NULL,174,276
244,NULL,174,375
245,NULL,79,319
246,NULL,79,159
247,NULL,79,344
248,NULL,79,294
249,NULL,79,4
250,NULL,79,348
251,NULL,82,320
252,NULL,101,321
253,NULL,28,327
254,NULL,76,218
255,NULL,76,294
256,NULL,76,4
257,NULL,76,290
258,NULL,99,
259,NULL,21,340
260,NULL,80,344
261,NULL,90,352
262,NULL,5,255
263,NULL,5,394
264,NULL,5,350
265,NULL,5,71
266,NULL,5,40
267,NULL,32,255
268,NULL,32,394
269,NULL,32,350
270,NULL,32,71
271,NULL,32,40
272,NULL,66,255
273,NULL,66,394
274,NULL,66,350
275,NULL,66,71
276,NULL,66,40
277,NULL,94,367
278,NULL,124,367
279,NULL,11,368
280,NULL,11,432
281,NULL,11,361
282,NULL,11,94
283,NULL,109,369
284,NULL,140,373
285,NULL,98,396
286,NULL,146,400
287,NULL,59,402
288,NULL,16,401
289,NULL,126,409
290,NULL,102,492
291,NULL,157,414
292,NULL,89,416
293,NULL,51,435
294,NULL,117,435
