1,1,
2,8,7
3,8,27
4,85,3
5,85,10
6,85,12
7,85,6
8,85,27
9,42,27
10,42,10
11,81,3
12,81,6
13,81,10
14,81,12
15,77,3
16,77,6
17,77,10
18,77,12
19,77,27
20,144,19
21,144,16
22,179,26
23,179,15
24,48,10
25,48,27
26,50,10
27,50,27
28,61,8
29,61,12
30,61,27
31,61,5
32,43,8
33,43,12
34,43,27
35,43,5
36,177,16
37,177,18
38,116,16
39,116,18
40,2,16
41,2,18
42,4,16
43,4,18
44,120,9
45,120,15
46,19,6
47,19,10
48,19,12
49,19,27
50,75,
51,133,1
52,12,3
53,12,10
54,12,12
55,12,6
56,12,27
57,118,4
58,118,9
59,14,12
60,14,6
61,14,27
62,152,26
63,152,15
64,40,10
65,40,27
66,56,7
67,56,27
68,172,15
70,64,15
71,45,27
72,45,14
73,44,12
74,44,27
75,123,9
76,123,15
77,97,26
78,122,26
79,25,6
80,25,10
81,25,12
82,25,27
83,9,11
84,9,27
85,27,10
86,27,27
87,130,1
88,134,1
89,106,26
90,95,4
91,95,9
92,165,2
93,165,22
94,165,20
95,129,1
96,129,16
97,62,12
98,62,27
99,113,4
100,113,9
101,49,3
102,49,6
103,49,10
104,49,27
105,170,15
106,20,10
107,20,27
108,63,12
109,63,8
110,63,27
111,121,26
112,171,26
113,46,10
114,46,27
115,119,26
116,83,15
117,6,3
118,6,10
119,6,12
120,6,6
121,6,17
122,33,3
123,33,10
124,33,12
125,33,6
126,33,17
127,67,3
128,67,10
129,67,12
130,67,6
131,67,17
132,3,13
133,3,27
134,3,23
135,136,13
136,136,27
137,136,23
138,151,13
139,151,27
140,151,23
141,17,6
142,17,27
143,39,12
144,39,27
145,135,1
146,52,10
147,52,6
148,52,27
149,125,26
150,103,26
151,24,3
152,24,10
153,24,6
154,24,27
155,55,
156,26,10
157,26,27
158,148,16
159,18,27
160,18,10
161,54,6
162,54,27
163,96,4
164,96,9
165,78,6
166,78,10
167,78,12
168,78,27
169,93,2
170,93,27
171,127,1
172,88,6
173,88,10
174,88,27
175,178,23
176,60,6
177,60,10
178,60,27
179,29,6
180,29,10
181,29,27
182,35,3
183,35,10
184,35,12
185,35,6
186,35,27
187,69,3
188,69,10
189,69,12
190,69,6
191,69,27
192,114,3
193,114,10
194,114,12
195,114,6
196,114,27
197,38,7
198,38,27
199,104,26
200,13,10
201,13,12
202,13,6
203,13,27
204,107,26
205,132,1
206,175,11
207,175,27
208,150,16
209,150,27
210,155,16
211,155,27
212,147,27
213,7,17
214,34,17
215,68,17
216,23,12
217,23,27
218,159,14
219,91,6
220,91,10
221,91,12
222,91,27
223,180,15
224,180,26
225,10,6
226,10,10
227,10,12
228,10,27
229,41,13
230,41,27
231,145,22
232,145,27
233,47,13
234,47,27
235,158,13
236,158,27
237,174,13
238,174,27
239,79,3
240,79,6
241,79,10
242,79,12
243,79,27
244,82,2
245,82,27
246,101,26
247,28,12
248,28,27
249,76,6
250,76,10
251,76,27
252,99,
253,21,5
254,21,14
255,21,23
256,21,27
257,80,3
258,80,6
259,80,10
260,80,27
261,90,10
262,90,6
263,90,27
264,5,17
265,32,17
266,66,17
267,94,15
268,94,27
269,124,15
270,124,27
271,11,6
272,11,10
273,11,27
274,109,9
275,109,15
276,140,16
277,140,20
278,140,27
279,98,26
280,146,16
281,146,27
282,59,27
283,59,10
284,16,6
285,16,10
286,16,27
287,126,1
288,102,15
289,102,26
290,157,25
291,157,27
292,89,3
293,89,6
294,89,10
295,89,12
296,89,27
297,51,15
298,51,27
299,117,15
300,117,27
