1,1,
2,8,347
3,85,427
4,85,63
5,85,37
6,85,49
7,85,195
8,42,2
9,42,413
10,81,427
11,81,321
12,81,2
13,81,318
14,77,444
15,77,427
16,77,195
17,77,2
18,144,445
19,144,120
20,179,43
21,179,202
22,179,221
23,179,294
24,48,77
25,48,93
26,50,77
27,50,93
28,50,2
29,50,62
30,61,147
31,61,113
32,61,370
33,61,352
34,43,113
35,43,369
36,43,354
37,43,252
38,177,141
39,177,143
40,177,142
41,177,136
42,177,363
43,116,141
44,116,143
45,116,142
46,116,136
47,116,363
48,2,143
49,2,142
50,2,136
51,2,363
52,4,141
53,4,143
54,4,142
55,4,136
56,4,363
57,120,290
58,120,402
59,120,43
60,19,427
61,19,438
62,19,200
63,19,93
64,19,63
65,75,
66,133,135
67,12,37
68,12,49
69,12,57
70,12,427
71,12,319
72,118,327
73,118,144
74,118,166
75,118,157
76,118,239
77,118,241
78,14,427
79,14,45
80,14,23
81,14,63
82,152,360
83,152,43
84,152,199
85,40,77
86,40,359
87,56,26
88,56,22
89,56,336
90,56,115
91,172,60
92,172,221
93,172,295
94,172,360
95,172,202
96,172,316
97,64,202
98,45,247
99,45,299
100,44,431
101,44,430
102,44,429
103,44,432
104,123,290
105,123,316
106,123,168
107,123,101
108,123,387
109,97,199
110,97,18
111,97,324
112,97,43
113,97,329
114,122,199
115,122,164
116,122,43
117,122,221
118,122,287
119,25,283
120,25,63
121,25,380
122,25,86
123,25,307
124,9,317
125,9,356
126,9,398
127,9,114
128,27,77
129,27,51
130,130,411
131,134,411
132,106,90
133,106,104
134,106,28
135,106,426
136,95,297
137,95,182
138,95,1
139,165,393
140,165,98
141,165,265
142,165,393
143,165,98
144,165,265
145,129,363
146,62,77
147,62,416
148,62,2
149,113,494
150,113,171
151,113,496
152,49,417
153,49,418
154,49,421
155,49,427
156,49,436
157,170,160
158,170,60
159,20,77
160,63,264
161,63,298
162,63,347
163,63,228
164,121,118
165,121,358
166,121,287
167,121,202
168,121,164
169,171,118
170,171,358
171,171,287
172,171,202
173,171,164
174,46,93
175,46,25
176,46,22
177,46,2
178,119,360
179,119,118
180,119,222
181,119,43
182,119,316
183,83,160
184,83,60
185,6,163
186,6,262
187,6,416
188,6,154
189,6,224
190,33,163
191,33,262
192,33,416
193,33,154
194,33,224
195,67,163
196,67,262
197,67,416
198,67,154
199,67,224
200,3,137
201,3,256
202,3,423
203,3,146
204,3,284
205,136,137
206,136,256
207,136,423
208,136,146
209,136,284
210,151,233
211,151,330
212,151,256
213,151,208
214,151,284
215,17,51
216,17,52
217,17,64
218,17,70
219,17,314
220,39,275
221,39,307
222,39,63
223,39,285
224,39,57
225,135,411
226,135,33
227,135,82
228,52,215
229,52,106
230,52,83
231,52,318
232,52,176
233,125,101
234,125,108
235,125,43
236,103,222
237,24,281
238,24,433
239,24,264
240,55,
241,26,380
242,26,79
243,26,343
244,26,86
245,26,279
246,148,471
247,18,51
248,18,77
249,18,52
250,18,359
251,54,70
252,54,65
253,54,76
254,54,63
255,54,112
256,54,50
257,54,130
258,96,220
259,96,178
260,96,325
261,96,43
262,96,221
263,96,347
264,96,93
265,96,77
266,96,187
267,78,245
268,78,88
269,78,49
270,78,93
271,78,264
272,93,121
273,93,206
274,93,4
275,93,272
276,127,411
277,88,372
278,88,388
279,88,404
280,88,405
281,178,366
282,60,283
283,60,63
284,60,380
285,60,86
286,60,307
287,60,54
288,29,418
289,29,421
290,35,419
291,35,240
292,35,162
293,69,419
294,69,240
295,69,162
296,114,419
297,114,240
298,114,162
299,38,300
300,38,326
301,38,347
302,38,22
303,38,336
304,104,360
305,104,287
306,104,168
307,104,221
308,104,43
309,13,307
310,13,54
311,13,379
312,107,323
313,107,287
314,107,43
315,107,360
316,132,411
317,175,80
318,175,235
319,175,249
320,175,205
321,150,136
322,150,142
323,155,136
324,155,142
325,147,448
326,147,449
327,147,450
328,7,163
329,7,262
330,7,416
331,7,154
332,7,224
333,34,163
334,34,262
335,34,416
336,34,154
337,34,224
338,68,163
339,68,262
340,68,416
341,68,154
342,68,224
343,23,378
344,23,413
345,23,425
346,23,368
347,23,318
348,159,299
349,91,405
350,91,388
351,91,106
352,91,321
353,91,318
354,180,199
355,180,287
356,180,164
357,180,43
358,180,221
359,10,307
360,10,380
361,10,79
362,10,254
363,10,63
364,41,302
365,41,137
366,41,243
367,145,394
368,145,58
369,145,395
370,145,209
371,145,211
372,47,235
373,47,237
374,47,236
375,158,235
376,158,237
377,158,236
378,174,235
379,174,237
380,174,236
381,79,427
382,82,121
383,82,206
384,82,4
385,82,272
386,101,361
387,101,43
388,101,221
389,28,77
390,28,112
391,28,280
392,28,318
393,28,103
394,76,427
395,76,318
396,76,195
397,76,321
398,99,
399,21,30
400,21,137
401,21,367
402,21,497
403,21,156
404,80,427
405,80,417
406,80,409
407,90,498
408,90,264
409,90,2
410,5,163
411,5,262
412,5,416
413,5,154
414,5,224
415,5,267
416,32,163
417,32,262
418,32,416
419,32,154
420,32,224
421,32,267
422,66,163
423,66,262
424,66,416
425,66,154
426,66,224
427,66,267
428,94,201
429,94,255
430,94,43
431,94,221
432,94,38
433,94,127
434,124,201
435,124,255
436,124,43
437,124,221
438,124,38
439,124,127
440,11,245
441,11,88
442,11,49
443,11,93
444,11,264
445,109,118
446,109,316
447,109,168
448,109,101
449,109,387
450,140,276
451,140,351
452,140,277
453,140,339
454,98,312
455,98,43
456,98,56
457,146,122
458,146,43
459,146,165
460,146,374
461,146,110
462,59,286
463,59,93
464,59,25
465,59,115
466,59,310
467,16,72
468,16,70
469,16,71
470,16,69
471,16,67
472,126,411
473,102,360
474,102,361
475,157,150
476,157,148
477,157,149
478,157,151
479,157,152
480,89,37
481,89,86
482,89,197
483,89,441
484,51,202
485,117,202
