1,1,
2,8,85
3,8,69
4,8,399
5,8,166
6,85,4
7,85,294
8,85,63
9,85,348
10,85,301
11,42,440
12,81,4
13,77,424
14,77,358
15,77,484
16,77,502
17,77,624
18,144,5
19,144,5
20,179,494
21,48,447
22,50,27
23,50,122
24,61,123
25,61,47
26,61,207
27,61,326
28,43,207
29,43,62
30,43,95
31,43,26
32,177,42
33,116,29
34,2,112
35,4,31
36,120,36
37,19,37
38,19,294
39,19,344
40,19,301
41,19,339
42,75,
43,133,165
44,12,294
45,12,344
46,12,4
47,12,348
48,118,48
49,14,4
50,14,418
51,14,108
52,14,344
53,14,294
54,152,495
55,40,461
56,56,58
57,172,59
58,64,60
59,45,65
60,44,66
61,44,294
62,44,375
63,123,67
64,97,68
65,122,70
66,25,73
67,25,191
68,25,288
69,25,366
70,25,57
71,9,77
72,9,295
73,9,123
74,27,78
75,130,92
76,134,93
77,134,360
78,106,97
79,95,100
80,95,496
81,165,300
82,165,362
83,165,243
84,165,203
85,165,475
86,165,300
87,165,362
88,165,243
89,165,203
90,129,103
91,62,105
92,113,497
93,49,86
94,49,106
95,49,200
96,49,265
97,49,354
98,170,130
99,20,118
100,63,123
101,121,127
102,171,127
103,46,125
104,119,129
105,83,130
106,6,15
107,6,377
108,6,313
109,6,362
110,33,15
111,33,377
112,33,313
113,33,362
114,67,15
115,67,377
116,67,313
117,67,362
118,3,236
119,3,104
120,3,211
121,3,248
122,3,234
123,136,236
124,136,104
125,136,211
126,136,248
127,136,234
128,151,392
129,151,421
130,151,102
131,151,264
132,151,51
133,151,612
134,151,488
135,151,472
136,151,618
137,151,595
138,17,237
139,17,269
140,17,13
141,17,76
142,17,419
143,39,157
144,135,164
145,135,185
146,52,167
147,125,170
148,103,514
149,24,265
150,24,106
151,24,63
152,24,86
153,24,113
154,24,215
155,55,
156,26,482
157,26,483
158,26,484
159,148,518
160,18,179
161,54,183
162,96,188
163,78,190
164,93,197
165,127,202
166,88,498
167,178,208
168,60,209
169,29,216
170,35,134
171,35,428
172,35,336
173,35,362
174,35,325
175,69,134
176,69,428
177,69,336
178,69,362
179,69,325
180,114,134
181,114,428
182,114,336
183,114,362
184,114,325
185,38,219
186,104,220
187,13,222
188,107,223
189,132,226
190,132,227
191,132,229
192,132,228
193,132,225
194,175,230
195,150,538
196,155,538
197,147,499
198,7,456
199,7,313
200,7,407
201,7,15
202,7,377
203,7,362
204,34,456
205,34,313
206,34,407
207,34,15
208,34,377
209,34,362
210,68,456
211,68,313
212,68,407
213,68,15
214,68,377
215,68,362
216,23,245
217,159,224
218,91,259
219,180,263
220,10,274
221,41,275
222,41,143
223,41,6
224,41,81
225,41,314
226,41,52
227,41,337
228,145,491
229,47,177
230,47,132
231,47,345
232,47,322
233,47,406
234,47,9
235,158,356
236,158,86
237,158,89
238,158,19
239,158,184
240,158,75
241,174,307
242,174,117
243,174,276
244,174,375
245,79,319
246,79,159
247,79,344
248,79,294
249,79,4
250,79,348
251,82,320
252,101,321
253,28,327
254,76,218
255,76,294
256,76,4
257,76,290
258,99,
259,21,340
260,80,344
261,90,352
262,5,255
263,5,394
264,5,350
265,5,71
266,5,40
267,32,255
268,32,394
269,32,350
270,32,71
271,32,40
272,66,255
273,66,394
274,66,350
275,66,71
276,66,40
277,94,367
278,124,367
279,11,368
280,11,432
281,11,361
282,11,94
283,109,369
284,140,373
285,98,396
286,146,400
287,59,402
288,16,401
289,126,409
290,102,492
291,157,414
292,89,416
293,51,435
294,117,435
